survey_id,response_id,question_id,question_text,value_json,source_version
survey-demo,B0310,q_wait,Tempo de espera,58,1
survey-demo,B0311,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B0311,q_wait,Tempo de espera,7,1
survey-demo,B0312,q_wait,Tempo de espera,19,2
survey-demo,B0313,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0313,q_wait,Tempo de espera,34,1
survey-demo,B0314,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0314,q_wait,Tempo de espera,69,1
survey-demo,B0315,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0315,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0315,q_wait,Tempo de espera,74,1
survey-demo,B0316,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0316,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0316,q_wait,Tempo de espera,54,1
survey-demo,B0317,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B0317,q_wait,Tempo de espera,43,1
survey-demo,B0318,q_wait,Tempo de espera,49,1
survey-demo,B0319,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0319,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B0319,q_wait,Tempo de espera,80,1
survey-demo,B0320,q_wait,Tempo de espera,59,2
survey-demo,B0321,q_wait,Tempo de espera,51,1
survey-demo,B0323,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0323,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0323,q_wait,Tempo de espera,23,1
survey-demo,B0325,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0325,q_wait,Tempo de espera,26,1
survey-demo,B0326,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0326,q_wait,Tempo de espera,39,1
survey-demo,B0327,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0327,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0327,q_wait,Tempo de espera,89,1
survey-demo,B0328,q_wait,Tempo de espera,71,2
survey-demo,B0329,q_wait,Tempo de espera,65,1
survey-demo,B0330,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0330,q_wait,Tempo de espera,58,1
survey-demo,B0331,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0331,q_wait,Tempo de espera,48,1
survey-demo,B0332,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0332,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B0332,q_wait,Tempo de espera,29,1
survey-demo,B0333,q_wait,Tempo de espera,21,1
survey-demo,B0336,q_wait,Tempo de espera,68,2
survey-demo,B0337,q_wait,Tempo de espera,38,1
survey-demo,B0339,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0339,q_wait,Tempo de espera,13,1
survey-demo,B0340,q_wait,Tempo de espera,23,1
survey-demo,B0342,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0342,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0342,q_wait,Tempo de espera,42,1
survey-demo,B0343,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0343,q_wait,Tempo de espera,35,1
survey-demo,B0344,q_wait,Tempo de espera,57,2
survey-demo,B0345,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0345,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0345,q_wait,Tempo de espera,26,1
survey-demo,B0346,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0346,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0346,q_wait,Tempo de espera,24,1
survey-demo,B0347,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B0347,q_wait,Tempo de espera,53,1
survey-demo,B0348,q_wait,Tempo de espera,90,1
survey-demo,B0350,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0350,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0350,q_wait,Tempo de espera,12,1
survey-demo,B0351,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0351,q_wait,Tempo de espera,58,1
survey-demo,B0352,q_wait,Tempo de espera,17,2
survey-demo,B0353,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0353,q_wait,Tempo de espera,22,1
survey-demo,B0354,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0354,q_wait,Tempo de espera,86,1
survey-demo,B0355,q_wait,Tempo de espera,85,1
survey-demo,B0356,q_wait,Tempo de espera,67,1
survey-demo,B0358,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0358,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B0358,q_wait,Tempo de espera,47,1
survey-demo,B0359,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0359,q_wait,Tempo de espera,24,1
survey-demo,B0360,q_wait,Tempo de espera,75,2
survey-demo,B0362,q_wait,Tempo de espera,34,1
survey-demo,B0363,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0363,q_wait,Tempo de espera,21,1
survey-demo,B0364,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0364,q_wait,Tempo de espera,75,1
survey-demo,B0365,q_wait,Tempo de espera,6,1
survey-demo,B0366,q_wait,Tempo de espera,2,1
survey-demo,B0367,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0367,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0367,q_wait,Tempo de espera,22,1
survey-demo,B0368,q_wait,Tempo de espera,70,2
survey-demo,B0369,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0369,q_wait,Tempo de espera,46,1
survey-demo,B0370,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0370,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0370,q_wait,Tempo de espera,12,1
survey-demo,B0371,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0371,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0371,q_wait,Tempo de espera,25,1
survey-demo,B0372,q_wait,Tempo de espera,70,1
survey-demo,B0373,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0373,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0373,q_wait,Tempo de espera,69,1
survey-demo,B0374,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0374,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0374,q_wait,Tempo de espera,3,1
survey-demo,B0375,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0375,q_wait,Tempo de espera,28,1
survey-demo,B0376,q_wait,Tempo de espera,9,2
survey-demo,B0377,q_wait,Tempo de espera,0,1
survey-demo,B0378,q_wait,Tempo de espera,27,1
survey-demo,B0379,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0379,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0379,q_wait,Tempo de espera,74,1
survey-demo,B0380,q_wait,Tempo de espera,20,1
survey-demo,B0381,q_wait,Tempo de espera,21,1
survey-demo,B0383,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0383,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0383,q_wait,Tempo de espera,20,1
survey-demo,B0384,q_wait,Tempo de espera,45,2
survey-demo,B0386,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B0386,q_wait,Tempo de espera,37,1
survey-demo,B0387,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0387,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0387,q_wait,Tempo de espera,72,1
survey-demo,B0388,q_wait,Tempo de espera,49,1
survey-demo,B0389,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0389,q_wait,Tempo de espera,56,1
survey-demo,B0391,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0391,q_wait,Tempo de espera,17,1
survey-demo,B0392,q_wait,Tempo de espera,12,2
survey-demo,B0393,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0393,q_wait,Tempo de espera,7,1
survey-demo,B0394,q_wait,Tempo de espera,6,1
survey-demo,B0396,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0396,q_wait,Tempo de espera,14,1
survey-demo,B0397,q_wait,Tempo de espera,10,1
survey-demo,B0398,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0398,q_wait,Tempo de espera,56,1
survey-demo,B0400,q_wait,Tempo de espera,69,2
survey-demo,B0401,q_wait,Tempo de espera,13,1
survey-demo,B0403,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B0403,q_wait,Tempo de espera,52,1
survey-demo,B0404,q_wait,Tempo de espera,25,1
survey-demo,B0406,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0406,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0406,q_wait,Tempo de espera,44,1
survey-demo,B0407,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0407,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0407,q_wait,Tempo de espera,4,1
survey-demo,B0408,q_wait,Tempo de espera,46,2
survey-demo,B0409,q_wait,Tempo de espera,65,1
survey-demo,B0410,q_wait,Tempo de espera,87,1
survey-demo,B0411,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0411,q_wait,Tempo de espera,36,1
survey-demo,B0412,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0412,q_wait,Tempo de espera,5,1
survey-demo,B0414,q_wait,Tempo de espera,6,1
survey-demo,B0415,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B0415,q_wait,Tempo de espera,27,1
survey-demo,B0416,q_wait,Tempo de espera,73,2
survey-demo,B0417,q_wait,Tempo de espera,33,1
survey-demo,B0418,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0418,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0418,q_wait,Tempo de espera,17,1
survey-demo,B0420,q_wait,Tempo de espera,68,1
survey-demo,B0421,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B0421,q_wait,Tempo de espera,41,1
survey-demo,B0422,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0422,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B0422,q_wait,Tempo de espera,25,1
survey-demo,B0423,q_wait,Tempo de espera,10,1
survey-demo,B0424,q_wait,Tempo de espera,76,2
survey-demo,B0425,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0425,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0425,q_wait,Tempo de espera,73,1
survey-demo,B0427,q_wait,Tempo de espera,6,1
survey-demo,B0428,q_wait,Tempo de espera,87,1
survey-demo,B0431,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0431,q_wait,Tempo de espera,62,1
survey-demo,B0432,q_wait,Tempo de espera,0,2
survey-demo,B0433,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0433,q_wait,Tempo de espera,19,1
survey-demo,B0434,q_wait,Tempo de espera,68,1
survey-demo,B0435,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0435,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0435,q_wait,Tempo de espera,38,1
survey-demo,B0438,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0438,q_wait,Tempo de espera,80,1
survey-demo,B0439,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0439,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0439,q_wait,Tempo de espera,46,1
survey-demo,B0440,q_wait,Tempo de espera,61,2
survey-demo,B0441,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0441,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0441,q_wait,Tempo de espera,64,1
survey-demo,B0442,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0442,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B0442,q_wait,Tempo de espera,16,1
survey-demo,B0445,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0445,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0445,q_wait,Tempo de espera,60,1
survey-demo,B0447,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0447,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0447,q_wait,Tempo de espera,63,1
survey-demo,B0448,q_wait,Tempo de espera,89,2
survey-demo,B0449,q_wait,Tempo de espera,14,1
survey-demo,B0452,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0452,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0452,q_wait,Tempo de espera,77,1
survey-demo,B0454,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0454,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B0454,q_wait,Tempo de espera,25,1
survey-demo,B0455,q_wait,Tempo de espera,56,1
survey-demo,B0456,q_wait,Tempo de espera,42,2
survey-demo,B0457,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0457,q_wait,Tempo de espera,4,1
survey-demo,B0458,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0458,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0458,q_wait,Tempo de espera,85,1
survey-demo,B0459,q_wait,Tempo de espera,13,1
survey-demo,B0460,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0460,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B0460,q_wait,Tempo de espera,57,1
survey-demo,B0461,q_wait,Tempo de espera,38,1
survey-demo,B0462,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0462,q_wait,Tempo de espera,20,1
survey-demo,B0463,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0463,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B0463,q_wait,Tempo de espera,23,1
survey-demo,B0464,q_wait,Tempo de espera,58,2
survey-demo,B0465,q_wait,Tempo de espera,24,1
survey-demo,B0467,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0467,q_wait,Tempo de espera,61,1
survey-demo,B0468,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0468,q_wait,Tempo de espera,86,1
survey-demo,B0469,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0469,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0469,q_wait,Tempo de espera,58,1
survey-demo,B0472,q_wait,Tempo de espera,59,2
survey-demo,B0474,q_wait,Tempo de espera,72,1
survey-demo,B0475,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0475,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0475,q_wait,Tempo de espera,47,1
survey-demo,B0479,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0479,q_wait,Tempo de espera,73,1
survey-demo,B0480,q_wait,Tempo de espera,69,2
survey-demo,B0482,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0482,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0482,q_wait,Tempo de espera,82,1
survey-demo,B0483,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0483,q_wait,Tempo de espera,14,1
survey-demo,B0484,q_wait,Tempo de espera,30,1
survey-demo,B0485,q_wait,Tempo de espera,58,1
survey-demo,B0487,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0487,q_wait,Tempo de espera,65,1
survey-demo,B0488,q_wait,Tempo de espera,11,2
survey-demo,B0489,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0489,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0489,q_wait,Tempo de espera,17,1
survey-demo,B0490,q_wait,Tempo de espera,47,1
survey-demo,B0491,q_wait,Tempo de espera,24,1
survey-demo,B0493,q_wait,Tempo de espera,24,1
survey-demo,B0494,q_wait,Tempo de espera,80,1
survey-demo,B0495,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0495,q_wait,Tempo de espera,55,1
survey-demo,B0496,q_wait,Tempo de espera,41,2
survey-demo,B0497,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0497,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0497,q_wait,Tempo de espera,35,1
survey-demo,B0498,q_wait,Tempo de espera,72,1
survey-demo,B0499,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0499,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B0499,q_wait,Tempo de espera,18,1
survey-demo,B0500,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B0500,q_wait,Tempo de espera,74,1
survey-demo,B0501,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0501,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0501,q_wait,Tempo de espera,20,1
survey-demo,B0502,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0502,q_wait,Tempo de espera,62,1
survey-demo,B0504,q_wait,Tempo de espera,39,2
survey-demo,B0505,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0505,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0505,q_wait,Tempo de espera,65,1
survey-demo,B0506,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0506,q_wait,Tempo de espera,38,1
survey-demo,B0508,q_wait,Tempo de espera,7,1
survey-demo,B0510,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0510,q_wait,Tempo de espera,65,1
survey-demo,B0511,q_wait,Tempo de espera,9,1
survey-demo,B0512,q_wait,Tempo de espera,48,2
survey-demo,B0513,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0513,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0513,q_wait,Tempo de espera,82,1
survey-demo,B0514,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0514,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B0514,q_wait,Tempo de espera,73,1
survey-demo,B0515,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B0515,q_wait,Tempo de espera,90,1
survey-demo,B0516,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0516,q_wait,Tempo de espera,5,1
survey-demo,B0517,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0517,q_wait,Tempo de espera,54,1
survey-demo,B0518,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0518,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B0518,q_wait,Tempo de espera,3,1
survey-demo,B0519,q_wait,Tempo de espera,87,1
survey-demo,B0520,q_wait,Tempo de espera,39,2
survey-demo,B0521,q_wait,Tempo de espera,9,1
survey-demo,B0522,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0522,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0522,q_wait,Tempo de espera,18,1
survey-demo,B0523,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0523,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B0523,q_wait,Tempo de espera,73,1
survey-demo,B0524,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0524,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0524,q_wait,Tempo de espera,67,1
survey-demo,B0527,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B0527,q_wait,Tempo de espera,24,1
survey-demo,B0528,q_wait,Tempo de espera,32,2
survey-demo,B0529,q_wait,Tempo de espera,85,1
survey-demo,B0530,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0530,q_wait,Tempo de espera,85,1
survey-demo,B0531,q_wait,Tempo de espera,25,1
survey-demo,B0532,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0532,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0532,q_wait,Tempo de espera,57,1
survey-demo,B0534,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0534,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0534,q_wait,Tempo de espera,19,1
survey-demo,B0535,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0535,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0535,q_wait,Tempo de espera,38,1
survey-demo,B0536,q_wait,Tempo de espera,18,2
survey-demo,B0537,q_wait,Tempo de espera,7,1
survey-demo,B0538,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0538,q_wait,Tempo de espera,38,1
survey-demo,B0539,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0539,q_wait,Tempo de espera,22,1
survey-demo,B0540,q_wait,Tempo de espera,49,1
survey-demo,B0542,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0542,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0542,q_wait,Tempo de espera,40,1
survey-demo,B0543,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0543,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0543,q_wait,Tempo de espera,63,1
survey-demo,B0544,q_wait,Tempo de espera,66,2
survey-demo,B0545,q_wait,Tempo de espera,78,1
survey-demo,B0548,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0548,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0548,q_wait,Tempo de espera,8,1
survey-demo,B0549,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0549,q_wait,Tempo de espera,69,1
survey-demo,B0550,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0550,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0550,q_wait,Tempo de espera,73,1
survey-demo,B0551,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0551,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0551,q_wait,Tempo de espera,59,1
survey-demo,B0552,q_wait,Tempo de espera,9,2
survey-demo,B0555,q_wait,Tempo de espera,49,1
survey-demo,B0557,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0557,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0557,q_wait,Tempo de espera,44,1
survey-demo,B0558,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0558,q_wait,Tempo de espera,43,1
survey-demo,B0560,q_wait,Tempo de espera,68,2
survey-demo,B0561,q_wait,Tempo de espera,71,1
survey-demo,B0563,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0563,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B0563,q_wait,Tempo de espera,35,1
survey-demo,B0564,q_wait,Tempo de espera,63,1
survey-demo,B0565,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0565,q_wait,Tempo de espera,42,1
survey-demo,B0566,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B0566,q_wait,Tempo de espera,81,1
survey-demo,B0567,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0567,q_wait,Tempo de espera,81,1
survey-demo,B0568,q_wait,Tempo de espera,66,2
survey-demo,B0569,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0569,q_wait,Tempo de espera,74,1
survey-demo,B0570,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0570,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0570,q_wait,Tempo de espera,46,1
survey-demo,B0572,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0572,q_wait,Tempo de espera,1,1
survey-demo,B0574,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0574,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0574,q_wait,Tempo de espera,64,1
survey-demo,B0576,q_wait,Tempo de espera,7,2
survey-demo,B0577,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B0577,q_wait,Tempo de espera,9,1
survey-demo,B0578,q_wait,Tempo de espera,29,1
survey-demo,B0580,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0580,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0580,q_wait,Tempo de espera,90,1
survey-demo,B0582,q_wait,Tempo de espera,11,1
survey-demo,B0583,q_wait,Tempo de espera,14,1
survey-demo,B0584,q_wait,Tempo de espera,54,2
survey-demo,B0585,q_wait,Tempo de espera,64,1
survey-demo,B0586,q_wait,Tempo de espera,32,1
survey-demo,B0587,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0587,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0587,q_wait,Tempo de espera,22,1
survey-demo,B0588,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0588,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0588,q_wait,Tempo de espera,76,1
survey-demo,B0590,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0590,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B0590,q_wait,Tempo de espera,43,1
survey-demo,B0592,q_wait,Tempo de espera,83,2
survey-demo,B0593,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B0593,q_wait,Tempo de espera,16,1
survey-demo,B0594,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0594,q_wait,Tempo de espera,67,1
survey-demo,B0595,q_wait,Tempo de espera,25,1
survey-demo,B0596,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0596,q_wait,Tempo de espera,58,1
survey-demo,B0597,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0597,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0597,q_wait,Tempo de espera,49,1
survey-demo,B0600,q_wait,Tempo de espera,26,2
survey-demo,B0602,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0602,q_wait,Tempo de espera,2,1
survey-demo,B0603,q_wait,Tempo de espera,23,1
survey-demo,B0604,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0604,q_wait,Tempo de espera,88,1
survey-demo,B0606,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0606,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0606,q_wait,Tempo de espera,29,1
survey-demo,B0608,q_wait,Tempo de espera,7,2
survey-demo,B0611,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B0611,q_wait,Tempo de espera,19,1
survey-demo,B0612,q_wait,Tempo de espera,8,1
survey-demo,B0613,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B0613,q_wait,Tempo de espera,85,1
survey-demo,B0614,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0614,q_wait,Tempo de espera,12,1
survey-demo,B0616,q_wait,Tempo de espera,33,2
survey-demo,B0617,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0617,q_wait,Tempo de espera,56,1
survey-demo,B0618,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0618,q_wait,Tempo de espera,8,1
survey-demo,B0620,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0620,q_wait,Tempo de espera,55,1
survey-demo,B0622,q_resolution,Problema resolvido?,"""Sim""",1
survey-demo,B0622,q_wait,Tempo de espera,10,1
survey-demo,B0624,q_wait,Tempo de espera,0,2
survey-demo,B0625,q_channels,Canais utilizados,"[""App"",""Telefone""]",1
survey-demo,B0625,q_resolution,Problema resolvido?,"""Não""",1
survey-demo,B0625,q_wait,Tempo de espera,86,1
survey-demo,B0626,q_resolution,Problema resolvido?,"""Sim""",1
