response_id,customer_id,journey_stage,responded_at,updated_at,event_version,nps_score,csat_score,category,comment
R001609,C000641,support,2025-04-12T22:48:00Z,2025-04-13T00:55:00Z,1,8,4,communication,The response was quick.
R001610,C001143,renewal,2025-04-13T00:19:00Z,2025-04-13T02:51:00Z,1,8,4,relationship,The response was quick.
R001611,C002365,renewal,2025-04-13T01:50:00Z,2025-04-13T03:33:00Z,1,8,3,value,The information could be clearer.
R001612,C001029,onboarding,2025-04-13T03:21:00Z,2025-04-13T05:21:00Z,1,8,4,access,Everything worked as expected.
R001613,C000551,support,2025-04-13T04:52:00Z,2025-04-13T06:26:00Z,1,8,4,resolution,The information could be clearer.
R001614,C001664,renewal,2025-04-13T06:23:00Z,2025-04-13T07:51:00Z,1,6,4,relationship,The waiting time affected the experience.
R001615,C001784,service,2025-04-13T07:54:00Z,2025-04-27T08:16:00Z,2,6,5,experience,Everything worked as expected.
R001616,C002366,support,2025-04-13T09:25:00Z,2025-04-13T09:58:00Z,1,5,3,communication,Everything worked as expected.
R001617,C000201,support,2025-04-13T10:56:00Z,2025-04-13T11:19:00Z,1,7,3,communication,The information could be clearer.
R001618,C000750,onboarding,2025-04-13T12:27:00Z,2025-04-13T14:26:00Z,1,6,5,access,Everything worked as expected.
R001619,C001997,service,2025-04-13T13:58:00Z,2025-04-13T16:45:00Z,1,6,5,schedule,The response was quick.
R001620,C000593,service,2025-04-13T15:29:00Z,2025-04-13T16:20:00Z,1,9,4,experience,The response was quick.
R001621,C002367,onboarding,2025-04-13T17:00:00Z,2025-04-13T18:51:00Z,1,10,5,information,Everything worked as expected.
R001622,C001532,support,2025-04-13T18:31:00Z,2025-04-13T18:40:00Z,1,4,4,communication,The waiting time affected the experience.
R001623,C000251,service,2025-04-13T20:02:00Z,2025-04-13T21:07:00Z,1,10,4,schedule,The information could be clearer.
R001624,C000936,onboarding,2025-04-13T21:33:00Z,2025-04-13T22:32:00Z,1,9,5,access,The information could be clearer.
R001625,C000050,service,2025-04-13T23:04:00Z,2025-04-13T23:58:00Z,1,7,5,schedule,Everything worked as expected.
R001626,C001174,service,2025-04-14T00:35:00Z,2025-04-14T01:25:00Z,1,7,4,experience,The waiting time affected the experience.
R001627,C001860,support,2025-04-14T02:06:00Z,2025-04-14T02:45:00Z,1,4,3,resolution,The information could be clearer.
R001628,C000891,support,2025-04-14T03:37:00Z,2025-04-14T06:24:00Z,1,6,4,communication,I needed more than one contact.
R001629,C002280,onboarding,2025-04-14T05:08:00Z,2025-04-14T05:48:00Z,1,10,5,access,The response was quick.
R001630,C002149,service,2025-04-14T06:39:00Z,2025-04-14T08:27:00Z,1,9,4,schedule,I needed more than one contact.
R001631,C002015,renewal,2025-04-14T08:10:00Z,2025-04-14T10:40:00Z,1,7,3,value,The information could be clearer.
R001632,C000518,service,2025-04-14T09:41:00Z,2025-04-28T10:20:00Z,2,7,4,experience,The information could be clearer.
R001633,C001905,service,2025-04-14T11:12:00Z,2025-04-14T12:08:00Z,1,9,3,schedule,Everything worked as expected.
R001634,C001564,onboarding,2025-04-14T12:43:00Z,2025-04-14T13:43:00Z,1,7,4,access,The information could be clearer.
R001635,C000687,service,2025-04-14T14:14:00Z,2025-04-14T14:28:00Z,1,7,4,schedule,The waiting time affected the experience.
R001636,C001162,service,2025-04-14T15:45:00Z,2025-04-14T16:30:00Z,1,10,4,schedule,I needed more than one contact.
R001637,C001660,service,2025-04-14T17:16:00Z,2025-04-14T18:24:00Z,1,8,4,schedule,The response was quick.
R001638,C000729,renewal,2025-04-14T18:47:00Z,2025-04-14T21:13:00Z,1,6,4,relationship,The waiting time affected the experience.
R001639,C000406,support,2025-04-14T20:18:00Z,2025-04-14T21:33:00Z,1,3,4,communication,The information could be clearer.
R001640,C002156,support,2025-04-14T21:49:00Z,2025-04-15T00:40:00Z,1,6,3,communication,The information could be clearer.
R001641,C000743,support,2025-04-14T23:20:00Z,2025-04-14T23:34:00Z,1,4,4,communication,The information could be clearer.
R001642,C000075,renewal,2025-04-15T00:51:00Z,2025-04-15T03:47:00Z,1,4,3,value,The waiting time affected the experience.
R001643,C000985,service,2025-04-15T02:22:00Z,2025-04-15T02:44:00Z,1,7,2,experience,I needed more than one contact.
R001644,C000231,service,2025-04-15T03:53:00Z,2025-04-15T05:07:00Z,1,9,5,schedule,The waiting time affected the experience.
R001645,C000011,onboarding,2025-04-15T05:24:00Z,2025-04-15T06:08:00Z,1,8,2,information,The response was quick.
R001646,C002277,service,2025-04-15T06:55:00Z,2025-04-15T07:09:00Z,1,10,4,schedule,The information could be clearer.
R001647,C001465,support,2025-04-15T08:26:00Z,2025-04-15T11:09:00Z,1,8,3,communication,The waiting time affected the experience.
R001648,C000512,service,2025-04-15T09:57:00Z,2025-04-15T11:40:00Z,1,4,4,schedule,The response was quick.
R001649,C000558,support,2025-04-15T11:28:00Z,2025-04-29T12:24:00Z,2,8,5,resolution,The information could be clearer.
R001650,C002149,support,2025-04-15T12:59:00Z,2025-04-15T13:44:00Z,1,6,3,resolution,The response was quick.
R001651,C001945,service,2025-04-15T14:30:00Z,2025-04-15T15:15:00Z,1,8,4,experience,Everything worked as expected.
R001652,C002193,support,2025-04-15T16:01:00Z,2025-04-15T17:05:00Z,1,8,4,communication,I needed more than one contact.
R001653,C000894,support,2025-04-15T17:32:00Z,2025-04-15T20:30:00Z,1,4,3,resolution,The response was quick.
R001654,C001523,support,2025-04-15T19:03:00Z,2025-04-15T21:01:00Z,1,5,5,communication,Everything worked as expected.
R001655,C002123,support,2025-04-15T20:34:00Z,2025-04-15T22:51:00Z,1,8,3,communication,The waiting time affected the experience.
R001656,C001873,service,2025-04-15T22:05:00Z,2025-04-15T23:44:00Z,1,6,5,experience,The response was quick.
R001657,C000227,service,2025-04-15T23:36:00Z,2025-04-16T01:18:00Z,1,8,3,experience,The information could be clearer.
R001658,C001420,support,2025-04-16T01:07:00Z,2025-04-16T02:36:00Z,1,10,2,resolution,The information could be clearer.
R001659,C000728,service,2025-04-16T02:38:00Z,2025-04-16T03:19:00Z,1,3,3,schedule,The response was quick.
R001660,C001985,onboarding,2025-04-16T04:09:00Z,2025-04-16T06:26:00Z,1,10,5,information,The response was quick.
R001661,C001093,service,2025-04-16T05:40:00Z,2025-04-16T07:12:00Z,1,9,4,schedule,The response was quick.
R001662,C001361,onboarding,2025-04-16T07:11:00Z,2025-04-16T07:25:00Z,1,10,4,information,The information could be clearer.
R001663,C001524,support,2025-04-16T08:42:00Z,2025-04-16T10:44:00Z,1,8,1,resolution,The information could be clearer.
R001664,C002100,onboarding,2025-04-16T10:13:00Z,2025-04-16T12:21:00Z,1,8,4,access,I needed more than one contact.
R001665,C002066,service,2025-04-16T11:44:00Z,2025-04-16T11:56:00Z,1,4,4,experience,Everything worked as expected.
R001666,C001792,service,2025-04-16T13:15:00Z,2025-04-30T13:29:00Z,2,8,3,experience,The information could be clearer.
R001667,C001952,service,2025-04-16T14:46:00Z,2025-04-16T17:43:00Z,1,6,3,experience,I needed more than one contact.
R001668,C000964,support,2025-04-16T16:17:00Z,2025-04-16T19:17:00Z,1,6,2,resolution,Everything worked as expected.
R001669,C000733,onboarding,2025-04-16T17:48:00Z,2025-04-16T20:46:00Z,1,8,4,information,Everything worked as expected.
R001670,C001664,service,2025-04-16T19:19:00Z,2025-04-16T21:21:00Z,1,10,2,schedule,The waiting time affected the experience.
R001671,C002209,service,2025-04-16T20:50:00Z,2025-04-16T20:55:00Z,1,1,3,experience,The response was quick.
R001672,C001316,support,2025-04-16T22:21:00Z,2025-04-17T01:04:00Z,1,6,3,resolution,The response was quick.
R001673,C000628,onboarding,2025-04-16T23:52:00Z,2025-04-17T01:57:00Z,1,7,5,access,The response was quick.
R001674,C001832,support,2025-04-17T01:23:00Z,2025-04-17T02:45:00Z,1,3,4,communication,Everything worked as expected.
R001675,C000254,service,2025-04-17T02:54:00Z,2025-04-17T04:07:00Z,1,7,5,experience,The information could be clearer.
R001676,C002039,renewal,2025-04-17T04:25:00Z,2025-04-17T06:28:00Z,1,6,3,relationship,Everything worked as expected.
R001677,C000560,service,2025-04-17T05:56:00Z,2025-04-17T06:44:00Z,1,8,4,schedule,Everything worked as expected.
R001678,C002346,renewal,2025-04-17T07:27:00Z,2025-04-17T08:06:00Z,1,6,3,relationship,The waiting time affected the experience.
R001679,C000074,onboarding,2025-04-17T08:58:00Z,2025-04-17T10:51:00Z,1,10,4,access,The waiting time affected the experience.
R001680,C000463,service,2025-04-17T10:29:00Z,2025-04-17T11:27:00Z,1,10,4,schedule,Everything worked as expected.
R001681,C001829,renewal,2025-04-17T12:00:00Z,2025-04-17T13:40:00Z,1,8,2,relationship,The waiting time affected the experience.
R001682,C002130,service,2025-04-17T13:31:00Z,2025-04-17T15:50:00Z,1,10,3,experience,The response was quick.
R001683,C002344,support,2025-04-17T15:02:00Z,2025-05-01T15:33:00Z,2,4,4,communication,Everything worked as expected.
R001684,C002366,onboarding,2025-04-17T16:33:00Z,2025-04-17T16:39:00Z,1,5,4,access,Everything worked as expected.
R001685,C001160,service,2025-04-17T18:04:00Z,2025-04-17T19:51:00Z,1,9,5,schedule,The response was quick.
R001686,C001371,renewal,2025-04-17T19:35:00Z,2025-04-17T21:19:00Z,1,6,4,relationship,Everything worked as expected.
R001687,C000107,onboarding,2025-04-17T21:06:00Z,2025-04-17T21:54:00Z,1,8,5,access,The response was quick.
R001688,C002271,renewal,2025-04-17T22:37:00Z,2025-04-17T22:59:00Z,1,6,5,relationship,The response was quick.
R001689,C000665,onboarding,2025-04-18T00:08:00Z,2025-04-18T00:49:00Z,1,7,5,access,The waiting time affected the experience.
R001690,C002284,renewal,2025-04-18T01:39:00Z,2025-04-18T04:18:00Z,1,9,3,value,Everything worked as expected.
R001691,C001158,service,2025-04-18T03:10:00Z,2025-04-18T05:05:00Z,1,8,4,experience,I needed more than one contact.
R001692,C001662,service,2025-04-18T04:41:00Z,2025-04-18T05:27:00Z,1,10,4,schedule,I needed more than one contact.
R001693,C002359,service,2025-04-18T06:12:00Z,2025-04-18T08:23:00Z,1,6,4,schedule,The response was quick.
R001694,C001957,service,2025-04-18T07:43:00Z,2025-04-18T07:49:00Z,1,3,2,schedule,I needed more than one contact.
R001695,C002389,support,2025-04-18T09:14:00Z,2025-04-18T10:00:00Z,1,6,4,resolution,The information could be clearer.
R001696,C000586,support,2025-04-18T10:45:00Z,2025-04-18T11:34:00Z,1,7,4,communication,The waiting time affected the experience.
R001697,C001247,renewal,2025-04-18T12:16:00Z,2025-04-18T14:14:00Z,1,8,5,value,Everything worked as expected.
R001698,C001670,service,2025-04-18T13:47:00Z,2025-04-18T16:41:00Z,1,9,4,schedule,The waiting time affected the experience.
R001699,C001621,support,2025-04-18T15:18:00Z,2025-04-18T16:34:00Z,1,3,4,resolution,The waiting time affected the experience.
R001700,C000226,support,2025-04-18T16:49:00Z,2025-05-02T17:37:00Z,2,5,5,resolution,The response was quick.
R001701,C002119,onboarding,2025-04-18T18:20:00Z,2025-04-18T20:51:00Z,1,6,4,information,The waiting time affected the experience.
R001702,C002326,support,2025-04-18T19:51:00Z,2025-04-18T21:29:00Z,1,4,3,communication,I needed more than one contact.
R001703,C001602,service,2025-04-18T21:22:00Z,2025-04-18T23:10:00Z,1,9,4,schedule,The waiting time affected the experience.
R001704,C001571,service,2025-04-18T22:53:00Z,2025-04-18T23:52:00Z,1,6,3,schedule,I needed more than one contact.
R001705,C000466,support,2025-04-19T00:24:00Z,2025-04-19T03:10:00Z,1,8,4,resolution,The information could be clearer.
R001706,C002158,service,2025-04-19T01:55:00Z,2025-04-19T03:18:00Z,1,5,4,schedule,The waiting time affected the experience.
R001707,C000243,onboarding,2025-04-19T03:26:00Z,2025-04-19T06:04:00Z,1,7,5,information,The information could be clearer.
R001708,C001019,service,2025-04-19T04:57:00Z,2025-04-19T07:45:00Z,1,7,3,schedule,The waiting time affected the experience.
R001709,C001664,onboarding,2025-04-19T06:28:00Z,2025-04-19T06:36:00Z,1,10,2,access,The waiting time affected the experience.
R001710,C001015,support,2025-04-19T07:59:00Z,2025-04-19T08:52:00Z,1,5,3,resolution,The waiting time affected the experience.
R001711,C002074,support,2025-04-19T09:30:00Z,2025-04-19T11:27:00Z,1,7,3,resolution,Everything worked as expected.
R001712,C000465,service,2025-04-19T11:01:00Z,2025-04-19T12:45:00Z,1,7,5,schedule,The information could be clearer.
R001713,C002068,onboarding,2025-04-19T12:32:00Z,2025-04-19T14:16:00Z,1,10,4,access,Everything worked as expected.
R001714,C001261,renewal,2025-04-19T14:03:00Z,2025-04-19T16:26:00Z,1,7,4,value,I needed more than one contact.
R001715,C000865,renewal,2025-04-19T15:34:00Z,2025-04-19T18:23:00Z,1,6,1,value,The waiting time affected the experience.
R001716,C001522,onboarding,2025-04-19T17:05:00Z,2025-04-19T18:30:00Z,1,10,3,access,Everything worked as expected.
R001717,C000476,renewal,2025-04-19T18:36:00Z,2025-05-03T18:42:00Z,2,7,3,relationship,The waiting time affected the experience.
R001718,C000924,onboarding,2025-04-19T20:07:00Z,2025-04-19T22:39:00Z,1,10,5,information,Everything worked as expected.
R001719,C001548,service,2025-04-19T21:38:00Z,2025-04-19T22:23:00Z,1,6,5,schedule,The waiting time affected the experience.
R001720,C001238,renewal,2025-04-19T23:09:00Z,2025-04-20T01:57:00Z,1,3,5,value,The response was quick.
R001721,C000436,service,2025-04-20T00:40:00Z,2025-04-20T02:20:00Z,1,10,3,schedule,I needed more than one contact.
R001722,C000298,support,2025-04-20T02:11:00Z,2025-04-20T03:49:00Z,1,6,4,communication,The waiting time affected the experience.
R001723,C000645,service,2025-04-20T03:42:00Z,2025-04-20T04:15:00Z,1,8,4,schedule,The waiting time affected the experience.
R001724,C001513,renewal,2025-04-20T05:13:00Z,2025-04-20T07:55:00Z,1,7,3,value,The response was quick.
R001725,C002116,service,2025-04-20T06:44:00Z,2025-04-20T07:52:00Z,1,10,4,schedule,The information could be clearer.
R001726,C002012,onboarding,2025-04-20T08:15:00Z,2025-04-20T10:21:00Z,1,10,3,access,Everything worked as expected.
R001727,C001996,support,2025-04-20T09:46:00Z,2025-04-20T11:25:00Z,1,5,3,communication,Everything worked as expected.
R001728,C000918,renewal,2025-04-20T11:17:00Z,2025-04-20T13:22:00Z,1,4,5,value,Everything worked as expected.
R001729,C001243,support,2025-04-20T12:48:00Z,2025-04-20T14:37:00Z,1,7,5,resolution,The information could be clearer.
R001730,C002238,onboarding,2025-04-20T14:19:00Z,2025-04-20T16:53:00Z,1,8,5,access,The information could be clearer.
R001731,C001934,service,2025-04-20T15:50:00Z,2025-04-20T17:51:00Z,1,10,4,schedule,The information could be clearer.
R001732,C001321,renewal,2025-04-20T17:21:00Z,2025-04-20T19:49:00Z,1,4,4,value,The information could be clearer.
R001733,C001756,support,2025-04-20T18:52:00Z,2025-04-20T20:18:00Z,1,3,5,communication,The response was quick.
R001734,C002202,service,2025-04-20T20:23:00Z,2025-05-04T20:46:00Z,2,6,5,experience,The information could be clearer.
R001735,C000710,onboarding,2025-04-20T21:54:00Z,2025-04-20T22:57:00Z,1,9,4,access,The waiting time affected the experience.
R001736,C000347,support,2025-04-20T23:25:00Z,2025-04-21T01:23:00Z,1,9,4,resolution,I needed more than one contact.
R001737,C000731,service,2025-04-21T00:56:00Z,2025-04-21T01:27:00Z,1,5,2,schedule,The response was quick.
R001738,C000010,support,2025-04-21T02:27:00Z,2025-04-21T04:57:00Z,1,5,4,communication,I needed more than one contact.
R001739,C001529,service,2025-04-21T03:58:00Z,2025-04-21T04:25:00Z,1,6,4,experience,The response was quick.
R001740,C001563,service,2025-04-21T05:29:00Z,2025-04-21T07:03:00Z,1,7,5,schedule,The waiting time affected the experience.
R001741,C002013,service,2025-04-21T07:00:00Z,2025-04-21T07:22:00Z,1,9,2,schedule,The waiting time affected the experience.
R001742,C002149,support,2025-04-21T08:31:00Z,2025-04-21T08:50:00Z,1,7,2,communication,The waiting time affected the experience.
R001743,C000838,support,2025-04-21T10:02:00Z,2025-04-21T10:39:00Z,1,2,3,resolution,The waiting time affected the experience.
R001744,C001013,service,2025-04-21T11:33:00Z,2025-04-21T14:16:00Z,1,9,3,schedule,The information could be clearer.
R001745,C001793,onboarding,2025-04-21T13:04:00Z,2025-04-21T14:26:00Z,1,10,3,information,Everything worked as expected.
R001746,C002023,support,2025-04-21T14:35:00Z,2025-04-21T16:09:00Z,1,9,4,resolution,Everything worked as expected.
R001747,C001158,renewal,2025-04-21T16:06:00Z,2025-04-21T17:23:00Z,1,5,1,value,The waiting time affected the experience.
R001748,C001796,support,2025-04-21T17:37:00Z,2025-04-21T20:07:00Z,1,5,5,communication,The waiting time affected the experience.
R001749,C002046,renewal,2025-04-21T19:08:00Z,2025-04-21T21:09:00Z,1,9,4,relationship,I needed more than one contact.
R001750,C000792,support,2025-04-21T20:39:00Z,2025-04-21T22:28:00Z,1,7,3,resolution,I needed more than one contact.
R001751,C001813,support,2025-04-21T22:10:00Z,2025-05-05T22:50:00Z,2,5,3,resolution,The information could be clearer.
R001752,C000427,onboarding,2025-04-21T23:41:00Z,2025-04-22T00:35:00Z,1,3,5,access,Everything worked as expected.
R001753,C001972,service,2025-04-22T01:12:00Z,2025-04-22T02:35:00Z,1,5,3,schedule,I needed more than one contact.
R001754,C000321,service,2025-04-22T02:43:00Z,2025-04-22T05:17:00Z,1,10,4,experience,The waiting time affected the experience.
R001755,C000237,support,2025-04-22T04:14:00Z,2025-04-22T04:24:00Z,1,8,2,resolution,The response was quick.
R001756,C001594,service,2025-04-22T05:45:00Z,2025-04-22T06:32:00Z,1,10,3,experience,The waiting time affected the experience.
R001757,C000384,renewal,2025-04-22T07:16:00Z,2025-04-22T08:04:00Z,1,5,5,relationship,The waiting time affected the experience.
R001758,C001886,onboarding,2025-04-22T08:47:00Z,2025-04-22T11:20:00Z,1,10,4,information,I needed more than one contact.
R001759,C000064,onboarding,2025-04-22T10:18:00Z,2025-04-22T12:56:00Z,1,7,4,information,The waiting time affected the experience.
R001760,C000271,service,2025-04-22T11:49:00Z,2025-04-22T14:45:00Z,1,8,3,experience,Everything worked as expected.
R001761,C001647,service,2025-04-22T13:20:00Z,2025-04-22T13:26:00Z,1,6,4,experience,The waiting time affected the experience.
R001762,C002180,service,2025-04-22T14:51:00Z,2025-04-22T17:17:00Z,1,8,4,experience,I needed more than one contact.
R001763,C000334,renewal,2025-04-22T16:22:00Z,2025-04-22T18:58:00Z,1,6,4,value,The information could be clearer.
R001764,C000205,onboarding,2025-04-22T17:53:00Z,2025-04-22T19:17:00Z,1,10,3,access,The response was quick.
R001765,C001656,service,2025-04-22T19:24:00Z,2025-04-22T21:16:00Z,1,10,4,experience,The response was quick.
R001766,C002086,renewal,2025-04-22T20:55:00Z,2025-04-22T23:07:00Z,1,5,2,relationship,Everything worked as expected.
R001767,C001402,renewal,2025-04-22T22:26:00Z,2025-04-23T00:59:00Z,1,6,2,relationship,The waiting time affected the experience.
R001768,C001529,renewal,2025-04-22T23:57:00Z,2025-05-07T00:54:00Z,2,9,5,relationship,I needed more than one contact.
R001769,C001002,support,2025-04-23T01:28:00Z,2025-04-23T01:57:00Z,1,7,3,communication,I needed more than one contact.
R001770,C002298,renewal,2025-04-23T02:59:00Z,2025-04-23T04:52:00Z,1,4,4,value,The information could be clearer.
R001771,C001984,service,2025-04-23T04:30:00Z,2025-04-23T07:20:00Z,1,7,3,schedule,The information could be clearer.
R001772,C001806,onboarding,2025-04-23T06:01:00Z,2025-04-23T07:32:00Z,1,6,4,access,Everything worked as expected.
R001773,C002273,service,2025-04-23T07:32:00Z,2025-04-23T09:35:00Z,1,9,3,experience,The waiting time affected the experience.
R001774,C001569,support,2025-04-23T09:03:00Z,2025-04-23T11:02:00Z,1,7,3,resolution,The information could be clearer.
R001775,C001287,onboarding,2025-04-23T10:34:00Z,2025-04-23T10:45:00Z,1,9,4,information,I needed more than one contact.
R001776,C001005,service,2025-04-23T12:05:00Z,2025-04-23T13:21:00Z,1,7,3,experience,The information could be clearer.
R001777,C000673,service,2025-04-23T13:36:00Z,2025-04-23T15:17:00Z,1,7,5,schedule,The waiting time affected the experience.
R001778,C000765,onboarding,2025-04-23T15:07:00Z,2025-04-23T16:01:00Z,1,8,4,access,The response was quick.
R001779,C000155,onboarding,2025-04-23T16:38:00Z,2025-04-23T17:05:00Z,1,10,5,access,The waiting time affected the experience.
R001780,C001686,service,2025-04-23T18:09:00Z,2025-04-23T19:31:00Z,1,7,5,experience,Everything worked as expected.
R001781,C000124,service,2025-04-23T19:40:00Z,2025-04-23T19:54:00Z,1,4,4,schedule,The information could be clearer.
R001782,C001954,support,2025-04-23T21:11:00Z,2025-04-23T21:53:00Z,1,3,2,resolution,Everything worked as expected.
R001783,C001771,support,2025-04-23T22:42:00Z,2025-04-24T01:05:00Z,1,5,5,communication,The information could be clearer.
R001784,C000644,support,2025-04-24T00:13:00Z,2025-04-24T00:37:00Z,1,8,3,communication,The waiting time affected the experience.
R001785,C002323,onboarding,2025-04-24T01:44:00Z,2025-05-08T01:59:00Z,2,8,5,access,The waiting time affected the experience.
R001786,C000797,onboarding,2025-04-24T03:15:00Z,2025-04-24T05:08:00Z,1,6,4,information,The response was quick.
R001787,C001610,service,2025-04-24T04:46:00Z,2025-04-24T06:53:00Z,1,5,2,schedule,The response was quick.
R001788,C000415,service,2025-04-24T06:17:00Z,2025-04-24T07:36:00Z,1,6,4,experience,The information could be clearer.
R001789,C000855,support,2025-04-24T07:48:00Z,2025-04-24T09:56:00Z,1,8,3,communication,Everything worked as expected.
R001790,C000633,support,2025-04-24T09:19:00Z,2025-04-24T12:00:00Z,1,6,4,communication,The waiting time affected the experience.
R001791,C002197,onboarding,2025-04-24T10:50:00Z,2025-04-24T13:15:00Z,1,8,4,access,The response was quick.
R001792,C001006,onboarding,2025-04-24T12:21:00Z,2025-04-24T14:44:00Z,1,10,4,access,The information could be clearer.
R001793,C000637,service,2025-04-24T13:52:00Z,2025-04-24T15:56:00Z,1,7,4,schedule,The information could be clearer.
R001794,C001169,service,2025-04-24T15:23:00Z,2025-04-24T16:39:00Z,1,6,3,experience,The waiting time affected the experience.
R001795,C000896,onboarding,2025-04-24T16:54:00Z,2025-04-24T18:46:00Z,1,9,5,access,I needed more than one contact.
R001796,C001993,service,2025-04-24T18:25:00Z,2025-04-24T20:18:00Z,1,8,4,schedule,The information could be clearer.
R001797,C000408,service,2025-04-24T19:56:00Z,2025-04-24T22:14:00Z,1,2,4,schedule,Everything worked as expected.
R001798,C000886,onboarding,2025-04-24T21:27:00Z,2025-04-25T00:25:00Z,1,10,4,access,The waiting time affected the experience.
R001799,C000795,service,2025-04-24T22:58:00Z,2025-04-25T00:33:00Z,1,8,5,schedule,The waiting time affected the experience.
R001800,C002056,renewal,2025-04-25T00:29:00Z,2025-04-25T01:20:00Z,1,8,3,value,I needed more than one contact.
R001801,C000227,onboarding,2025-04-25T02:00:00Z,2025-04-25T03:41:00Z,1,8,5,access,The waiting time affected the experience.
R001802,C000421,renewal,2025-04-25T03:31:00Z,2025-05-09T04:03:00Z,2,6,4,relationship,Everything worked as expected.
R001803,C000638,service,2025-04-25T05:02:00Z,2025-04-25T07:27:00Z,1,7,2,experience,Everything worked as expected.
R001804,C000046,renewal,2025-04-25T06:33:00Z,2025-04-25T09:10:00Z,1,7,4,value,The response was quick.
R001805,C002213,onboarding,2025-04-25T08:04:00Z,2025-04-25T10:38:00Z,1,10,4,information,The response was quick.
R001806,C001797,service,2025-04-25T09:35:00Z,2025-04-25T10:45:00Z,1,7,4,schedule,The waiting time affected the experience.
R001807,C001364,onboarding,2025-04-25T11:06:00Z,2025-04-25T13:13:00Z,1,10,5,information,The response was quick.
R001808,C001586,service,2025-04-25T12:37:00Z,2025-04-25T14:21:00Z,1,7,3,schedule,The waiting time affected the experience.
R001809,C000127,renewal,2025-04-25T14:08:00Z,2025-04-25T16:54:00Z,1,10,4,relationship,The response was quick.
R001810,C001523,onboarding,2025-04-25T15:39:00Z,2025-04-25T18:17:00Z,1,9,5,access,The waiting time affected the experience.
R001811,C000373,renewal,2025-04-25T17:10:00Z,2025-04-25T17:22:00Z,1,7,5,value,Everything worked as expected.
R001812,C001045,renewal,2025-04-25T18:41:00Z,2025-04-25T19:35:00Z,1,5,4,relationship,Everything worked as expected.
R001813,C000547,service,2025-04-25T20:12:00Z,2025-04-25T22:52:00Z,1,8,2,schedule,The response was quick.
R001814,C001648,support,2025-04-25T21:43:00Z,2025-04-25T22:38:00Z,1,7,3,resolution,The waiting time affected the experience.
R001815,C002359,support,2025-04-25T23:14:00Z,2025-04-26T00:40:00Z,1,5,3,resolution,The waiting time affected the experience.
R001816,C001633,service,2025-04-26T00:45:00Z,2025-04-26T01:40:00Z,1,8,4,schedule,The information could be clearer.
R001817,C000678,renewal,2025-04-26T02:16:00Z,2025-04-26T04:28:00Z,1,7,3,relationship,The waiting time affected the experience.
R001818,C001651,renewal,2025-04-26T03:47:00Z,2025-04-26T06:19:00Z,1,9,4,relationship,The response was quick.
R001819,C001812,support,2025-04-26T05:18:00Z,2025-05-10T06:07:00Z,2,6,4,resolution,The response was quick.
R001820,C002130,service,2025-04-26T06:49:00Z,2025-04-26T09:04:00Z,1,8,4,schedule,The response was quick.
R001821,C002014,service,2025-04-26T08:20:00Z,2025-04-26T09:27:00Z,1,9,4,schedule,I needed more than one contact.
R001822,C001586,onboarding,2025-04-26T09:51:00Z,2025-04-26T10:11:00Z,1,7,5,information,The response was quick.
R001823,C002329,renewal,2025-04-26T11:22:00Z,2025-04-26T13:34:00Z,1,4,4,value,The information could be clearer.
R001824,C000401,onboarding,2025-04-26T12:53:00Z,2025-04-26T15:11:00Z,1,6,4,access,Everything worked as expected.
R001825,C000393,renewal,2025-04-26T14:24:00Z,2025-04-26T15:23:00Z,1,10,3,value,I needed more than one contact.
R001826,C001813,support,2025-04-26T15:55:00Z,2025-04-26T17:01:00Z,1,6,4,resolution,Everything worked as expected.
R001827,C001747,support,2025-04-26T17:26:00Z,2025-04-26T18:46:00Z,1,7,3,communication,I needed more than one contact.
R001828,C001785,renewal,2025-04-26T18:57:00Z,2025-04-26T21:26:00Z,1,6,4,relationship,I needed more than one contact.
R001829,C002339,support,2025-04-26T20:28:00Z,2025-04-26T22:47:00Z,1,5,3,resolution,The information could be clearer.
R001830,C001312,renewal,2025-04-26T21:59:00Z,2025-04-26T23:51:00Z,1,7,4,value,Everything worked as expected.
R001831,C000935,service,2025-04-26T23:30:00Z,2025-04-27T01:21:00Z,1,6,3,experience,The waiting time affected the experience.
R001832,C000979,service,2025-04-27T01:01:00Z,2025-04-27T02:31:00Z,1,6,3,schedule,Everything worked as expected.
R001833,C001674,onboarding,2025-04-27T02:32:00Z,2025-04-27T04:09:00Z,1,8,3,access,The waiting time affected the experience.
R001834,C000936,support,2025-04-27T04:03:00Z,2025-04-27T06:56:00Z,1,5,3,resolution,The information could be clearer.
R001835,C001185,service,2025-04-27T05:34:00Z,2025-04-27T08:19:00Z,1,4,5,experience,The response was quick.
R001836,C000398,support,2025-04-27T07:05:00Z,2025-05-11T07:12:00Z,2,8,3,resolution,Everything worked as expected.
R001837,C001153,service,2025-04-27T08:36:00Z,2025-04-27T10:51:00Z,1,10,4,schedule,I needed more than one contact.
R001838,C000918,service,2025-04-27T10:07:00Z,2025-04-27T11:02:00Z,1,4,4,schedule,Everything worked as expected.
R001839,C001973,service,2025-04-27T11:38:00Z,2025-04-27T12:43:00Z,1,9,5,schedule,The waiting time affected the experience.
R001840,C001954,renewal,2025-04-27T13:09:00Z,2025-04-27T13:23:00Z,1,6,5,value,Everything worked as expected.
R001841,C001144,support,2025-04-27T14:40:00Z,2025-04-27T15:50:00Z,1,7,2,resolution,The response was quick.
